SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
1114A - ISOTONIC DRINK PET 100-250ML,1114 - ISOTONIC DRINK,CHILLER,1.19,1.23,0.0336,44.0,45.0,0.0227,1.14,1.24,0.0877,10084.0,10513.0,0.0425,11525.0,13020.0,0.1297,77.0,109.0,0.4156
1114B - ISOTONIC DRINK PET 300-380ML,1114 - ISOTONIC DRINK,CHILLER,1.39,1.22,-0.1223,63.5,79.67,0.2546,1.08,1.2,0.1111,8780.0,7142.0,-0.1866,9450.0,8577.0,-0.0924,118.0,199.0,0.6864
1114C - ISOTONIC DRINK PET 450-500ML,1114 - ISOTONIC DRINK,CHILLER,1.25,1.32,0.056,213.0,204.0,-0.0423,1.29,1.31,0.0155,11896.0,13567.0,0.1405,15310.0,17780.0,0.1613,331.0,467.0,0.4109
1114D - ISOTONIC DRINK CAN 330ML,1114 - ISOTONIC DRINK,CHILLER,2.0,1.11,-0.445,2.0,3.0,0.5,1.0,1.0,0.0,13700.0,7556.0,-0.4485,13700.0,7556.0,-0.4485,4.0,9.0,1.25
1114E - ISOTONIC DRINK PET 900ML-1.5L,1114 - ISOTONIC DRINK,CHILLER,1.03,1.07,0.0388,18.0,24.67,0.3706,1.06,1.1,0.0377,18214.0,18285.0,0.0039,19285.0,20196.0,0.0472,34.0,67.0,0.9706
1114F - ISOTONIC DRINK PET 2L,1114 - ISOTONIC DRINK,CHILLER,1.29,1.38,0.0698,10.5,7.0,-0.3333,1.4,1.11,-0.2071,30329.0,33471.0,0.1036,42460.0,36995.0,-0.1287,15.0,19.0,0.2667
1115A - REMEDIES DRINK CAN,1115 - REMEDIES DRINK,CHILLER,1.33,1.37,0.0301,146.5,152.67,0.0421,1.19,1.32,0.1092,10385.0,11063.0,0.0653,12319.0,14644.0,0.1887,247.0,346.0,0.4008
1115C - REMEDIES DRINK PET 150-350ML,1115 - REMEDIES DRINK,CHILLER,1.38,1.32,-0.0435,64.5,61.33,-0.0491,1.19,1.15,-0.0336,11364.0,11219.0,-0.0128,13574.0,12902.0,-0.0495,108.0,160.0,0.4815
1115D - REMEDIES DRINK PET 500-600ML,1115 - REMEDIES DRINK,CHILLER,1.32,1.3,-0.0152,36.0,36.67,0.0186,1.11,1.16,0.045,11557.0,11295.0,-0.0227,12802.0,13079.0,0.0216,65.0,95.0,0.4615
1116A - VITAMIN DRINK 100-150ML,1116 - VITAMIN DRINK,CHILLER,1.43,1.37,-0.042,203.5,158.33,-0.222,1.19,1.19,0.0,11064.0,10792.0,-0.0246,13205.0,12847.0,-0.0271,341.0,399.0,0.1701
1116B - VITAMIN DRINK 300-500ML,1116 - VITAMIN DRINK,CHILLER,1.63,1.69,0.0368,15.0,28.0,0.8667,1.2,1.38,0.15,12397.0,12844.0,0.0361,14876.0,17687.0,0.189,25.0,61.0,1.44
1117A - YOGHURT BEVERAGE,1117 - YOGHURT BEVERAGE,CHILLER,1.44,2.06,0.4306,13.5,10.67,-0.2096,1.17,1.14,-0.0256,14507.0,20419.0,0.4075,17030.0,23336.0,0.3703,23.0,28.0,0.2174
1118A - CARBONATED MALT,1118 - CARBONATED MALT,CHILLER,1.51,2.5,0.6556,19.5,28.67,0.4703,1.34,1.39,0.0373,12421.0,18271.0,0.471,16703.0,25344.0,0.5173,29.0,62.0,1.1379
1118B - CARBONATED MALT PACK,1118 - CARBONATED MALT,CHILLER,1.0,1.5,0.5,0.5,1.33,1.66,1.0,1.0,0.0,7900.0,11925.0,0.5095,7900.0,11925.0,0.5095,1.0,4.0,3.0
1121C - GRASS JELLY,1121 - DESSERT,CHILLER,1.3,1.28,-0.0154,61.0,50.0,-0.1803,1.36,1.33,-0.0221,11646.0,11639.0,-0.0006,15787.0,15450.0,-0.0213,90.0,113.0,0.2556
1151B - JUICE TETRAPACK 125-150ML,1151 - RTD JUICE,CHILLER,1.2,1.3,0.0833,10.0,3.33,-0.667,1.43,1.43,0.0,4930.0,5320.0,0.0791,7043.0,7600.0,0.0791,14.0,7.0,-0.5
1151C - JUICE TETRAPACK 200ML,1151 - RTD JUICE,CHILLER,1.4,1.43,0.0214,7.5,12.33,0.644,1.15,1.42,0.2348,11900.0,12176.0,0.0232,13731.0,17327.0,0.2619,13.0,26.0,1.0
1151D - JUICE TETRAPACK 240-250ML,1151 - RTD JUICE,CHILLER,1.4,1.55,0.1071,67.0,70.67,0.0548,1.23,1.25,0.0163,9887.0,11614.0,0.1747,12155.0,14569.0,0.1986,109.0,169.0,0.5505
1151E - JUICE TETRAPACK 750-1200ML,1151 - RTD JUICE,CHILLER,1.03,1.3,0.2621,97.5,7.67,-0.9213,1.68,1.21,-0.2798,15608.0,25817.0,0.6541,26237.0,31253.0,0.1912,116.0,19.0,-0.8362
1151F - JUICE PET 200-450ML,1151 - RTD JUICE,CHILLER,1.25,1.21,-0.032,677.5,177.67,-0.7378,2.11,1.27,-0.3981,9210.0,13832.0,0.5018,19440.0,17512.0,-0.0992,642.0,421.0,-0.3442
1151H - JUICE CAN 230-350ML,1151 - RTD JUICE,CHILLER,1.42,1.17,-0.1761,19.0,15.33,-0.1932,1.03,1.05,0.0194,16603.0,13859.0,-0.1653,17051.0,14489.0,-0.1503,37.0,44.0,0.1892
1154A - RTD TEA TETRAPACK 200-240ML,1154 - RTD TEA,CHILLER,1.89,2.05,0.0847,30.5,34.0,0.1148,1.27,1.36,0.0709,7052.0,12871.0,0.8252,8962.0,17504.0,0.9531,48.0,75.0,0.5625
1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,2.85,2.2,-0.2281,88.5,30.33,-0.6573,1.11,1.17,0.0541,10325.0,8177.0,-0.208,11423.0,9540.0,-0.1648,160.0,78.0,-0.5125
1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.28,2.14,0.6719,376.5,197.67,-0.475,1.43,1.35,-0.0559,4993.0,8459.0,0.6942,7121.0,11426.0,0.6045,528.0,439.0,-0.1686
1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.29,1.8,0.3953,76.5,290.33,2.7952,1.12,1.8,0.6071,9031.0,11893.0,0.3169,10085.0,21358.0,1.1178,137.0,485.0,2.5401
1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,2.0,1.5,-0.25,4.0,2.0,-0.5,1.14,1.0,-0.1228,11550.0,9200.0,-0.2035,13200.0,9200.0,-0.303,7.0,6.0,-0.1429
1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.04,1.07,0.0288,26.5,13.67,-0.4842,1.13,1.17,0.0354,17294.0,17337.0,0.0025,19502.0,20309.0,0.0414,47.0,35.0,-0.2553
1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,1.51,1.33,-0.1192,62.0,47.0,-0.2419,1.28,1.22,-0.0469,12768.0,11795.0,-0.0762,16322.0,14337.0,-0.1216,97.0,116.0,0.1959
1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,1.28,1.3,0.0156,32.0,39.67,0.2397,1.16,1.28,0.1034,5393.0,5647.0,0.0471,6275.0,7226.0,0.1516,55.0,93.0,0.6909
1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.12,1.23,0.0982,12.5,17.33,0.3864,1.0,1.13,0.13,8248.0,9062.0,0.0987,8248.0,10243.0,0.2419,25.0,46.0,0.84
"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.46,1.32,-0.0959,379.0,351.0,-0.0739,1.37,1.44,0.0511,10079.0,8810.0,-0.1259,13815.0,12673.0,-0.0827,553.0,732.0,0.3237
2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,2.26,2.11,-0.0664,23.5,36.67,0.5604,1.21,1.49,0.2314,21311.0,21905.0,0.0279,25682.0,32562.0,0.2679,39.0,74.0,0.8974
2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.45,3.01,0.2286,534.5,554.67,0.0377,1.56,1.67,0.0705,10171.0,11843.0,0.1644,15850.0,19826.0,0.2509,686.0,994.0,0.449
2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.62,1.6,-0.0123,274.0,237.67,-0.1326,1.27,1.28,0.0079,10334.0,10185.0,-0.0144,13079.0,13038.0,-0.0031,433.0,557.0,0.2864
2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.55,1.48,-0.0452,489.0,545.33,0.1152,1.31,1.45,0.1069,11463.0,10984.0,-0.0418,14988.0,15973.0,0.0657,748.0,1125.0,0.504
2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.27,1.06,-0.1654,16.5,23.33,0.4139,1.43,2.12,0.4825,167573.0,135661.0,-0.1904,240430.0,287767.0,0.1969,23.0,33.0,0.4348
2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,3.37,2.69,-0.2018,274.5,279.33,0.0176,1.3,1.39,0.0692,39318.0,29561.0,-0.2482,51030.0,41219.0,-0.1923,423.0,601.0,0.4208
2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.35,3.42,1.5333,145.5,161.67,0.1111,1.15,1.26,0.0957,11503.0,16857.0,0.4654,13230.0,21291.0,0.6093,253.0,384.0,0.5178
2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.4,1.45,0.0357,81.0,96.33,0.1893,1.3,1.41,0.0846,11609.0,13533.0,0.1657,15045.0,19079.0,0.2681,125.0,205.0,0.64
2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,,1.14,,,7.0,,,3.5,,,35733.0,,,125067.0,,,6.0,
6212A - YOGHURT PACK,6212 - YOGHURT,CHILLER,1.22,1.2,-0.0164,160.0,163.67,0.0229,1.26,1.48,0.1746,12848.0,12784.0,-0.005,16186.0,18963.0,0.1716,254.0,331.0,0.3031
6212B - YOGHURT LIQUID 70-80G,6212 - YOGHURT,CHILLER,2.76,2.52,-0.087,155.0,144.33,-0.0688,1.22,1.28,0.0492,8385.0,7552.0,-0.0993,10193.0,9675.0,-0.0508,255.0,338.0,0.3255
6212C - YOGHURT LIQUID 100-330ML,6212 - YOGHURT,CHILLER,1.35,1.33,-0.0148,255.5,217.67,-0.1481,1.28,1.26,-0.0156,12592.0,12382.0,-0.0167,16126.0,15579.0,-0.0339,399.0,519.0,0.3008
6218A - PUDDING CUP 85-150ML,6218 - PUDDING,CHILLER,2.16,,,16.0,,,1.45,,,11931.0,,,17355.0,,,22.0,,
6218C - SOFT PUDDING,6218 - PUDDING,CHILLER,1.21,1.29,0.0661,19.5,52.0,1.6667,1.11,1.43,0.2883,9038.0,9712.0,0.0746,10071.0,13899.0,0.3801,35.0,109.0,2.1143
6226A - CHILLED MEAT BALLS,6226 - CHILLED MEAT BALLS,CHILLER,1.32,1.28,-0.0303,130.0,106.67,-0.1795,1.3,1.24,-0.0462,11775.0,11403.0,-0.0316,15308.0,14143.0,-0.0761,200.0,258.0,0.29
6227A - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,CHILLER,1.61,1.67,0.0373,718.5,684.33,-0.0476,1.43,1.57,0.0979,14423.0,14905.0,0.0334,20602.0,23466.0,0.139,1006.0,1304.0,0.2962
2011A - FAMILY MILK 200-400G,2011 - FAMILY MILK,MILK & DIAPERS,1.06,1.1,0.0377,78.0,80.0,0.0256,1.24,1.36,0.0968,43916.0,48317.0,0.1002,54372.0,65515.0,0.2049,126.0,177.0,0.4048
2011B - FAMILY MILK  600-800G,2011 - FAMILY MILK,MILK & DIAPERS,1.26,1.15,-0.0873,68.5,76.33,0.1143,1.36,1.59,0.1691,120340.0,112179.0,-0.0678,163234.0,178397.0,0.0929,101.0,144.0,0.4257
2011C - FAMILY MILK  PACK,2011 - FAMILY MILK,MILK & DIAPERS,1.0,1.39,0.39,11.0,7.67,-0.3027,3.14,1.64,-0.4777,108768.0,152113.0,0.3985,341843.0,249900.0,-0.269,7.0,14.0,1.0
2012A - TEENS MILK  200-400G,2012 - TEENS MILK,MILK & DIAPERS,1.09,1.14,0.0459,112.0,121.67,0.0863,1.33,1.57,0.1805,53578.0,55409.0,0.0342,71437.0,86799.0,0.215,168.0,233.0,0.3869
2012B - TEENS MILK  500-800G,2012 - TEENS MILK,MILK & DIAPERS,1.13,1.16,0.0265,65.0,61.67,-0.0512,1.49,1.49,0.0,91761.0,94783.0,0.0329,137114.0,141410.0,0.0313,87.0,124.0,0.4253
2012C - TEENS MILK  850-1000G,2012 - TEENS MILK,MILK & DIAPERS,1.52,2.71,0.7829,64.5,33.33,-0.4833,21.5,7.14,-0.6679,149758.0,274217.0,0.8311,3219800.0,1958693.0,-0.3917,6.0,14.0,1.3333
2012D - TEENS MILK PACK,2012 - TEENS MILK,MILK & DIAPERS,1.18,1.05,-0.1102,19.0,21.33,0.1226,1.36,1.28,-0.0588,77913.0,68127.0,-0.1256,105739.0,87202.0,-0.1753,28.0,50.0,0.7857
2013A - HI-CAL MILK  150-350G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.17,1.13,-0.0342,69.0,50.67,-0.2657,1.24,1.29,0.0403,52866.0,53332.0,0.0088,65725.0,68698.0,0.0452,111.0,118.0,0.0631
2013B - HI-CAL MILK  400-650G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.13,1.06,-0.0619,59.0,57.0,-0.0339,1.19,1.37,0.1513,128046.0,117027.0,-0.0861,152620.0,160093.0,0.049,99.0,125.0,0.2626
2013C - HI-CAL MILK 700-1000G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.17,1.17,0.0,17.5,23.33,0.3331,1.09,1.32,0.211,255726.0,242926.0,-0.0501,279700.0,320845.0,0.1471,32.0,53.0,0.6562
2014A - TONIC MILK,2014 - TONIC MILK,MILK & DIAPERS,1.1,1.11,0.0091,20.0,11.67,-0.4165,2.5,1.21,-0.516,93390.0,94603.0,0.013,233475.0,114176.0,-0.511,16.0,29.0,0.8125
2014B - TONIC MILK PACK,2014 - TONIC MILK,MILK & DIAPERS,1.0,1.24,0.24,0.5,5.67,10.34,1.0,2.83,1.83,44000.0,54600.0,0.2409,44000.0,154700.0,2.5159,1.0,6.0,5.0
2015A - DIETATIC MILK,2015 - DIETATIC MILK,MILK & DIAPERS,1.5,1.0,-0.3333,1.0,1.67,0.67,1.0,1.67,0.67,125250.0,89340.0,-0.2867,125250.0,148900.0,0.1888,2.0,3.0,0.5
2016A - DIABETIC MILK,2016 - DIABETIC MILK,MILK & DIAPERS,1.15,1.29,0.1217,20.0,25.0,0.25,1.54,1.6,0.039,96715.0,115517.0,0.1944,148792.0,184336.0,0.2389,26.0,47.0,0.8077
2111A - INFANT MILK MAINSTREAM BOX 150-200G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.76,1.58,-0.1023,40.0,26.33,-0.3418,1.63,1.58,-0.0307,25329.0,24156.0,-0.0463,41353.0,38166.0,-0.0771,49.0,50.0,0.0204
2111B - INFANT MILK MAINSTREAM BOX 400-600G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.05,1.12,0.0667,28.0,40.67,0.4525,1.6,1.91,0.1937,54455.0,56204.0,0.0321,87129.0,107139.0,0.2297,35.0,64.0,0.8286
2111C - INFANT MILK MAINSTREAM BOX 750-1000G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.25,1.08,-0.136,25.5,25.33,-0.0067,1.82,2.3,0.2637,118359.0,101712.0,-0.1406,215582.0,234245.0,0.0866,28.0,33.0,0.1786
2111D - INFANT SPECIALITY MILK MAINSTREAM,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.0,1.4,0.4,1.0,3.33,2.33,1.0,1.67,0.67,31450.0,44030.0,0.4,31450.0,73383.0,1.3333,2.0,6.0,2.0
2112A - INFANT MILK PREMIUM BOX 150-200G,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.23,1.14,-0.0732,34.5,30.67,-0.111,1.82,1.7,-0.0659,45406.0,40561.0,-0.1067,82447.0,69104.0,-0.1618,38.0,54.0,0.4211
2112B - INFANT MILK PREMIUM BOX 350-750G,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.16,1.14,-0.0172,51.5,60.33,0.1715,1.75,2.48,0.4171,111473.0,114823.0,0.0301,194605.0,284699.0,0.463,59.0,73.0,0.2373
2112C - INFANT MILK PREMIUM CAN,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.2,1.19,-0.0083,22.5,16.0,-0.2889,1.8,2.18,0.2111,177960.0,176106.0,-0.0104,320328.0,384232.0,0.1995,25.0,22.0,-0.12
2113A - INFANT MILK SUPER PREMUM BOX 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.06,1.03,-0.0283,8.0,12.67,0.5838,2.0,2.53,0.265,228362.0,174345.0,-0.2365,456725.0,441673.0,-0.033,8.0,15.0,0.875
2113B - INFANT MILK SUPER PREMIUM CAN 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.07,1.0,-0.0654,13.5,13.0,-0.037,2.25,1.95,-0.1333,188493.0,178564.0,-0.0527,424108.0,348200.0,-0.179,12.0,20.0,0.6667
2113C - INFANT MILK SUPER PREMIUM CAN 800-1000G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,2.0,2.5,0.25,1.0,0.67,-0.33,1.0,2.0,1.0,775000.0,968750.0,0.25,775000.0,1937500.0,1.5,2.0,1.0,-0.5
2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.57,2.12,0.3503,48.5,43.0,-0.1134,2.16,2.53,0.1713,24149.0,31137.0,0.2894,52056.0,78759.0,0.513,45.0,51.0,0.1333
2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.01,1.05,0.0396,37.0,35.33,-0.0451,2.11,2.04,-0.0332,50982.0,55145.0,0.0817,107791.0,112412.0,0.0429,35.0,52.0,0.4857
2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.19,1.13,-0.0504,29.0,25.67,-0.1148,1.81,1.64,-0.0939,111574.0,106148.0,-0.0486,202228.0,173902.0,-0.1401,32.0,47.0,0.4688
2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.08,1.0,-0.0741,6.5,5.0,-0.2308,1.86,3.75,1.0161,67738.0,62953.0,-0.0706,125800.0,236075.0,0.8766,7.0,4.0,-0.4286
2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.26,1.27,0.0079,40.0,35.67,-0.1082,1.67,1.95,0.1677,49609.0,49903.0,0.0059,82681.0,97084.0,0.1742,48.0,55.0,0.1458
2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.14,1.16,0.0175,51.5,48.67,-0.055,2.4,2.15,-0.1042,103148.0,116678.0,0.1312,247074.0,250515.0,0.0139,43.0,68.0,0.5814
2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.24,1.36,0.0968,27.0,19.67,-0.2715,1.64,1.51,-0.0793,207709.0,247185.0,0.1901,339888.0,373946.0,0.1002,33.0,39.0,0.1818
2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.14,1.07,-0.0614,29.0,38.33,0.3217,2.64,3.59,0.3598,185974.0,190485.0,0.0243,490295.0,684556.0,0.3962,22.0,32.0,0.4545
2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.16,1.07,-0.0776,16.0,25.0,0.5625,1.68,2.68,0.5952,220541.0,200931.0,-0.0889,371437.0,538207.0,0.449,19.0,28.0,0.4737
2116C - FOLLOW ON MILK SUPPER PREMIUM CAN >800G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,,1.0,,,0.67,,,2.0,,,579000.0,,,1158000.0,,,1.0,
2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.24,1.26,0.0161,133.5,149.67,0.1211,1.66,1.99,0.1988,18778.0,18862.0,0.0045,31142.0,37474.0,0.2033,161.0,226.0,0.4037
2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.07,1.15,0.0748,464.5,442.33,-0.0477,1.95,2.19,0.1231,47838.0,52230.0,0.0918,93168.0,114560.0,0.2296,477.0,605.0,0.2683
2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.29,1.4,0.0853,983.0,940.67,-0.0431,2.2,2.68,0.2182,99899.0,110012.0,0.1012,219443.0,295108.0,0.3448,895.0,1052.0,0.1754
2117D - GROWING UP SPECIALITY MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.4,1.55,0.1071,60.5,42.67,-0.2947,2.37,2.51,0.0591,118550.0,135211.0,0.1405,281265.0,339353.0,0.2065,51.0,51.0,0.0
2117E - GROWING UP MILK MAINSTREAM >1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,1.0,0.0,1.0,1.33,0.33,2.0,1.33,-0.335,240000.0,246250.0,0.026,480000.0,328333.0,-0.316,1.0,3.0,2.0
2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.08,1.12,0.037,83.5,81.33,-0.026,1.82,2.24,0.2308,43369.0,44732.0,0.0314,78725.0,100134.0,0.2719,92.0,109.0,0.1848
2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.1,0.0476,202.5,186.67,-0.0782,2.11,2.65,0.2559,78702.0,83455.0,0.0604,166013.0,221493.0,0.3342,192.0,211.0,0.099
2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.2,1.22,0.0167,270.0,232.67,-0.1383,2.13,2.55,0.1972,191367.0,191525.0,0.0008,408451.0,487900.0,0.1945,253.0,274.0,0.083
2118D - GROWING UP MILK PREMIUM CAN 700-900G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.44,1.25,-0.1319,106.5,97.33,-0.0861,1.87,2.04,0.0909,206594.0,178434.0,-0.1363,386005.0,364355.0,-0.0561,114.0,143.0,0.2544
2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.08,1.07,-0.0093,37.5,41.67,0.1112,2.68,3.47,0.2948,147867.0,130598.0,-0.1168,396071.0,453467.0,0.1449,28.0,36.0,0.2857
2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.11,1.15,0.036,9.0,11.33,0.2589,1.2,1.7,0.4167,454806.0,458641.0,0.0084,545767.0,779690.0,0.4286,15.0,20.0,0.3333
2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.17,1.21,0.0342,83.5,95.0,0.1377,1.96,2.32,0.1837,152384.0,147378.0,-0.0329,299389.0,341486.0,0.1406,85.0,123.0,0.4471
